"Series_reference","Period","Data_value","STATUS","UNITS","Subject","Group","Series_title_1","Series_title_2","Series_title_3"
"CPIM.SE9S01302","2022.09",1223,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2022.10",1246,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2022.11",1266,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2022.12",1309,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.01",1316,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.02",1332,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.03",1368,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.04",1358,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.05",1375,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.06",1376,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.07",1375,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.08",1368,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.09",1351,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.10",1323,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.11",1325,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2023.12",1330,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.01",1352,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.02",1333,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.03",1340,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.04",1333,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.05",1318,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.06",1338,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.07",1326,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.08",1342,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.09",1348,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.10",1332,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.11",1353,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2024.12",1362,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.01",1412,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.02",1428,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.03",1436,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.04",1451,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.05",1463,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.06",1469,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.07",1485,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.08",1491,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.09",1482,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.10",1483,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.11",1482,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2025.12",1479,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.01",1456,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.02",1461,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.03",1439,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.04",1450,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.05",1487,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01302","2026.06",1477,"FINAL","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.06",660.5019815,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.07",668.4280053,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.08",676.3540291,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.09",663.1439894,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.10",669.7490092,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.11",684.2800528,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2006.12",665.7859974,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.01",685.6010568,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.02",678.996037,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.03",680.317041,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.04",674.3725231,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.05",669.0885073,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.06",656.5389696,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.07",649.9339498,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.08",664.4649934,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.09",673.0515192,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.10",715.984148,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.11",744.3857332,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2007.12",821.003963,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.01",869.8811096,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.02",878.4676354,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.03",852.7080581,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.04",857.331572,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.05",862.6155878,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.06",865.9180978,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.07",879.7886394,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.08",873.1836196,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.09",875.8256275,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.10",883.0911493,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.11",889.6961691,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2008.12",893.659181,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.01",909.5112285,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.02",911.4927345,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.03",896.3011889,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.04",847.4240423,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.05",861.9550859,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.06",875.8256275,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.07",875.8256275,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.08",848.7450462,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.09",845.4425363,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.10",842.1400264,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.11",816.3804491,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2009.12",854.6895641,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.01",864.5970938,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.02",887.7146631,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.03",875.1651255,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.04",930.6472919,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.05",933.2892999,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.06",921.4002642,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.07",899.6036988,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.08",926.6842801,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.09",928.005284,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.10",945.1783355,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.11",953.1043593,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2010.12",943.1968296,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.01",943.8573316,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.02",954.4253633,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.03",931.3077939,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.04",984.1479524,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.05",961.0303831,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.06",991.4134742,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.07",988.110964,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.08",967.635403,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.09",966.314399,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.10",955.085865,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.11",923.38177,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2011.12",938.573316,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.01",914.795244,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.02",932.628798,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.03",921.400264,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.04",920.739762,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.05",851.387054,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.06",910.17173,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.07",879.788639,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.08",842.800528,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.09",826.948481,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.10",841.479524,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.11",821.003963,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2012.12",856.67107,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.01",811.756935,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.02",845.442536,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.03",852.708058,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.04",838.837516,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.05",903.566711,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.06",902.906209,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.07",914.795244,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.08",924.042272,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.09",912.813738,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.10",917.437252,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.11",904.227213,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2013.12",909.511228,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.01",910.832232,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.02",926.023778,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.03",904.887715,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.04",917.437252,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.05",914.795244,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.06",952.443857,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.07",942.536328,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.08",955.085865,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.09",882.430647,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.10",871.202114,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.11",855.350066,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2014.12",834.214003,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2015.01",821.003963,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2015.02",823.645971,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
"CPIM.SE9S01303","2015.03",823.645971,"REVISED","Index","Consumers Price Index - CPI","Food Price Index Level 3 Classes for New Zealand, Seasonally adjusted","Seasonally adjusted",NA,NA
